State,Year,Quarter,District,RegisteredUser,AppOpens
Chhattisgarh,2021,Q4 (Oct - Dec),rajnandgaon district,248230,10157759
Chhattisgarh,2021,Q4 (Oct - Dec),raipur district,979741,44316810
Chhattisgarh,2021,Q4 (Oct - Dec),narayanpur district,21314,840302
Chhattisgarh,2021,Q4 (Oct - Dec),kanker district,125415,4897534
Chhattisgarh,2021,Q4 (Oct - Dec),korea district,120005,5630126
Chhattisgarh,2021,Q4 (Oct - Dec),mungeli district,87075,3539284
Chhattisgarh,2021,Q4 (Oct - Dec),bilaspur district,506449,23402865
Chhattisgarh,2021,Q4 (Oct - Dec),balrampur district,93661,5017173
Chhattisgarh,2021,Q4 (Oct - Dec),bijapur district,43663,2174445
Chhattisgarh,2021,Q4 (Oct - Dec),bemetara district,111174,3953868
Chhattisgarh,2021,Q4 (Oct - Dec),bastar district,134164,6108764
Chhattisgarh,2021,Q4 (Oct - Dec),kondagaon district,72791,3197223
Chhattisgarh,2021,Q4 (Oct - Dec),mahasamund district,173519,8246282
Chhattisgarh,2022,Q1 (Jan - Mar),dhamtari district,138724,9304051
Chhattisgarh,2022,Q1 (Jan - Mar),korba district,317604,28555879
Chhattisgarh,2022,Q1 (Jan - Mar),surajpur district,128121,18928338
Chhattisgarh,2022,Q1 (Jan - Mar),baloda bazar district,234464,17052096
Chhattisgarh,2022,Q1 (Jan - Mar),sukma district,39721,5650530
Chhattisgarh,2022,Q1 (Jan - Mar),raigarh district,403164,28569591
Chhattisgarh,2022,Q1 (Jan - Mar),janjgir champa district,392285,17826573
Chhattisgarh,2022,Q1 (Jan - Mar),jashpur district,131014,23052569
Chhattisgarh,2022,Q1 (Jan - Mar),balod district,140692,11029061
Chhattisgarh,2022,Q1 (Jan - Mar),kabirdham district,127669,11532414
Chhattisgarh,2022,Q1 (Jan - Mar),surguja district,195440,18501509
Chhattisgarh,2022,Q1 (Jan - Mar),dantewada district,57389,5840979
Chhattisgarh,2022,Q1 (Jan - Mar),gariyaband district,82487,13703262
Chhattisgarh,2022,Q1 (Jan - Mar),durg district,639688,13567777
Chhattisgarh,2022,Q1 (Jan - Mar),rajnandgaon district,264326,25331975
Chhattisgarh,2022,Q1 (Jan - Mar),raipur district,1038105,34404453
Chhattisgarh,2022,Q1 (Jan - Mar),narayanpur district,22756,3394010
Chhattisgarh,2022,Q1 (Jan - Mar),kanker district,133857,20092568
Chhattisgarh,2022,Q1 (Jan - Mar),korea district,127890,16324553
Chhattisgarh,2022,Q1 (Jan - Mar),mungeli district,92691,7216878
Chhattisgarh,2022,Q1 (Jan - Mar),bilaspur district,537617,24822855
Chhattisgarh,2022,Q1 (Jan - Mar),balrampur district,100226,26814683
Chhattisgarh,2022,Q1 (Jan - Mar),bijapur district,46540,6589775
Chhattisgarh,2022,Q1 (Jan - Mar),bemetara district,118600,11001712
Chhattisgarh,2022,Q1 (Jan - Mar),bastar district,142818,14540720
Chhattisgarh,2022,Q1 (Jan - Mar),kondagaon district,77846,14700267
Chhattisgarh,2022,Q1 (Jan - Mar),mahasamund district,185227,20154360
Chhattisgarh,2022,Q2 (Apr - Jun),dhamtari district,146066,10333093
Chhattisgarh,2022,Q2 (Apr - Jun),korba district,334672,30776047
Chhattisgarh,2022,Q2 (Apr - Jun),surajpur district,135353,19497362
Chhattisgarh,2022,Q2 (Apr - Jun),baloda bazar district,247634,18334461
Chhattisgarh,2022,Q2 (Apr - Jun),sukma district,41978,6331208
Chhattisgarh,2022,Q2 (Apr - Jun),raigarh district,425526,32543452
Chhattisgarh,2022,Q2 (Apr - Jun),janjgir champa district,414133,18022797
Chhattisgarh,2022,Q2 (Apr - Jun),jashpur district,138518,28640812
Chhattisgarh,2022,Q2 (Apr - Jun),balod district,147930,13306306
Chhattisgarh,2022,Q2 (Apr - Jun),kabirdham district,134783,11978258
Chhattisgarh,2022,Q2 (Apr - Jun),surguja district,206354,22236587
Chhattisgarh,2022,Q2 (Apr - Jun),dantewada district,60561,6738887
Chhattisgarh,2022,Q2 (Apr - Jun),gariyaband district,86939,13235943
Chhattisgarh,2022,Q2 (Apr - Jun),durg district,672947,13445249
Chhattisgarh,2022,Q2 (Apr - Jun),rajnandgaon district,278724,28420413
Chhattisgarh,2022,Q2 (Apr - Jun),raipur district,1093318,39640873
Chhattisgarh,2022,Q2 (Apr - Jun),narayanpur district,24061,4461600
Chhattisgarh,2022,Q2 (Apr - Jun),kanker district,141354,24085013
Chhattisgarh,2022,Q2 (Apr - Jun),korea district,134912,18499768
Chhattisgarh,2022,Q2 (Apr - Jun),mungeli district,97870,7828317
Chhattisgarh,2022,Q2 (Apr - Jun),bilaspur district,566475,26797395
Chhattisgarh,2022,Q2 (Apr - Jun),balrampur district,105948,29728876
Chhattisgarh,2022,Q2 (Apr - Jun),bijapur district,49168,7363721
Chhattisgarh,2022,Q2 (Apr - Jun),bemetara district,125096,12746215
Chhattisgarh,2022,Q2 (Apr - Jun),bastar district,150449,17283265
Chhattisgarh,2022,Q2 (Apr - Jun),kondagaon district,82174,16811546
Chhattisgarh,2022,Q2 (Apr - Jun),mahasamund district,195406,22323656
Chhattisgarh,2022,Q3 (Jul - Sep),dhamtari district,153263,11525749
Chhattisgarh,2022,Q3 (Jul - Sep),korba district,352198,36228236
Chhattisgarh,2022,Q3 (Jul - Sep),surajpur district,142407,22324980
Chhattisgarh,2022,Q3 (Jul - Sep),baloda bazar district,260632,19940925
Chhattisgarh,2022,Q3 (Jul - Sep),sukma district,44234,7050939
Chhattisgarh,2022,Q3 (Jul - Sep),raigarh district,448366,35340196
Chhattisgarh,2022,Q3 (Jul - Sep),janjgir champa district,436349,18998354
Chhattisgarh,2022,Q3 (Jul - Sep),jashpur district,145715,28645837
Chhattisgarh,2022,Q3 (Jul - Sep),balod district,155200,14558886
Chhattisgarh,2022,Q3 (Jul - Sep),kabirdham district,141814,15613661
Chhattisgarh,2022,Q3 (Jul - Sep),surguja district,217313,23200906
Chhattisgarh,2022,Q3 (Jul - Sep),dantewada district,63734,6442840
Chhattisgarh,2022,Q3 (Jul - Sep),gariyaband district,91335,14953415
Chhattisgarh,2022,Q3 (Jul - Sep),durg district,707241,14611488
Chhattisgarh,2022,Q3 (Jul - Sep),rajnandgaon district,292804,32277042
Chhattisgarh,2022,Q3 (Jul - Sep),raipur district,1150501,38340572
Chhattisgarh,2022,Q3 (Jul - Sep),narayanpur district,25375,5225910
Chhattisgarh,2022,Q3 (Jul - Sep),kanker district,148494,24876178
Chhattisgarh,2022,Q3 (Jul - Sep),korea district,141899,19410454
Chhattisgarh,2022,Q3 (Jul - Sep),mungeli district,102902,8504629
Chhattisgarh,2022,Q3 (Jul - Sep),bilaspur district,596003,28673485
Chhattisgarh,2022,Q3 (Jul - Sep),balrampur district,111448,32254886
Chhattisgarh,2022,Q3 (Jul - Sep),bijapur district,51796,7150992
Chhattisgarh,2022,Q3 (Jul - Sep),bemetara district,131384,14359000
Chhattisgarh,2022,Q3 (Jul - Sep),bastar district,158238,19141042
Chhattisgarh,2022,Q3 (Jul - Sep),kondagaon district,86322,19375824
Chhattisgarh,2022,Q3 (Jul - Sep),mahasamund district,205270,24180061
Chhattisgarh,2022,Q4 (Oct - Dec),dhamtari district,159411,7228454
Chhattisgarh,2022,Q4 (Oct - Dec),korba district,368179,22261392
Chhattisgarh,2022,Q4 (Oct - Dec),surajpur district,148130,8325549
Chhattisgarh,2022,Q4 (Oct - Dec),baloda bazar district,271259,13745650
Chhattisgarh,2022,Q4 (Oct - Dec),sukma district,46232,2281717
Chhattisgarh,2022,Q4 (Oct - Dec),raigarh district,468010,26415867
Chhattisgarh,2022,Q4 (Oct - Dec),janjgir champa district,455430,23396478
Chhattisgarh,2022,Q4 (Oct - Dec),jashpur district,151323,8436769
Chhattisgarh,2022,Q4 (Oct - Dec),balod district,160952,7717813
Chhattisgarh,2022,Q4 (Oct - Dec),kabirdham district,147742,7874615
Chhattisgarh,2022,Q4 (Oct - Dec),surguja district,226706,13099334
Chhattisgarh,2022,Q4 (Oct - Dec),dantewada district,66503,2982279
Chhattisgarh,2022,Q4 (Oct - Dec),gariyaband district,94815,4520547
Chhattisgarh,2022,Q4 (Oct - Dec),durg district,740173,34025608
Chhattisgarh,2022,Q4 (Oct - Dec),rajnandgaon district,304353,15822878
Chhattisgarh,2022,Q4 (Oct - Dec),raipur district,1205632,59719682
Chhattisgarh,2022,Q4 (Oct - Dec),narayanpur district,26527,1317409
Chhattisgarh,2022,Q4 (Oct - Dec),kanker district,154332,7405374
Chhattisgarh,2022,Q4 (Oct - Dec),korea district,147963,7529926
Chhattisgarh,2022,Q4 (Oct - Dec),mungeli district,106916,5380234
Chhattisgarh,2022,Q4 (Oct - Dec),bilaspur district,622644,32396787
Chhattisgarh,2022,Q4 (Oct - Dec),balrampur district,115804,7495009
Chhattisgarh,2022,Q4 (Oct - Dec),bijapur district,54230,2631460
Chhattisgarh,2022,Q4 (Oct - Dec),bemetara district,136066,6614939
Chhattisgarh,2022,Q4 (Oct - Dec),bastar district,164690,9294343
Chhattisgarh,2022,Q4 (Oct - Dec),kondagaon district,89611,5134236
Chhattisgarh,2022,Q4 (Oct - Dec),mahasamund district,213189,11922465
Chhattisgarh,2023,Q1 (Jan - Mar),dhamtari district,166518,16265570
Chhattisgarh,2023,Q1 (Jan - Mar),korba district,384883,41420804
Chhattisgarh,2023,Q1 (Jan - Mar),surajpur district,154951,24819830
Chhattisgarh,2023,Q1 (Jan - Mar),baloda bazar district,283757,28724859
Chhattisgarh,2023,Q1 (Jan - Mar),sukma district,48459,8218775
Chhattisgarh,2023,Q1 (Jan - Mar),raigarh district,489890,39505661
Chhattisgarh,2023,Q1 (Jan - Mar),janjgir champa district,476533,19351922
Chhattisgarh,2023,Q1 (Jan - Mar),jashpur district,158413,36166820
Chhattisgarh,2023,Q1 (Jan - Mar),balod district,168030,17836497
Chhattisgarh,2023,Q1 (Jan - Mar),kabirdham district,154630,19575041
Chhattisgarh,2023,Q1 (Jan - Mar),surguja district,237340,29026056
Chhattisgarh,2023,Q1 (Jan - Mar),dantewada district,69509,7095008
Chhattisgarh,2023,Q1 (Jan - Mar),gariyaband district,99065,15884449
Chhattisgarh,2023,Q1 (Jan - Mar),durg district,773280,18019736
Chhattisgarh,2023,Q1 (Jan - Mar),rajnandgaon district,317976,43569296
Chhattisgarh,2023,Q1 (Jan - Mar),raipur district,1260366,44958888
Chhattisgarh,2023,Q1 (Jan - Mar),narayanpur district,27764,7805245
Chhattisgarh,2023,Q1 (Jan - Mar),kanker district,161542,37735279
Chhattisgarh,2023,Q1 (Jan - Mar),korea district,154793,25572535
Chhattisgarh,2023,Q1 (Jan - Mar),mungeli district,111884,11229608
Chhattisgarh,2023,Q1 (Jan - Mar),bilaspur district,651084,34174722
Chhattisgarh,2023,Q1 (Jan - Mar),balrampur district,121253,43025749
Chhattisgarh,2023,Q1 (Jan - Mar),bijapur district,56723,9955085
Chhattisgarh,2023,Q1 (Jan - Mar),bemetara district,142329,19561616
Chhattisgarh,2023,Q1 (Jan - Mar),bastar district,172235,24393291
Chhattisgarh,2023,Q1 (Jan - Mar),kondagaon district,93464,27373044
Chhattisgarh,2023,Q1 (Jan - Mar),mahasamund district,222989,27533045
Chhattisgarh,2023,Q2 (Apr - Jun),dhamtari district,173844,19250064
Chhattisgarh,2023,Q2 (Apr - Jun),korba district,401398,40545768
Chhattisgarh,2023,Q2 (Apr - Jun),surajpur district,162267,27034784
Chhattisgarh,2023,Q2 (Apr - Jun),baloda bazar district,296661,32336642
Chhattisgarh,2023,Q2 (Apr - Jun),sukma district,50690,9649561
Chhattisgarh,2023,Q2 (Apr - Jun),raigarh district,511511,42756018
Chhattisgarh,2023,Q2 (Apr - Jun),janjgir champa district,497925,20831012
Chhattisgarh,2023,Q2 (Apr - Jun),jashpur district,166222,45721536
Chhattisgarh,2023,Q2 (Apr - Jun),balod district,175570,19306680
Chhattisgarh,2023,Q2 (Apr - Jun),kabirdham district,161970,24406694
Chhattisgarh,2023,Q2 (Apr - Jun),surguja district,248004,37924511
Chhattisgarh,2023,Q2 (Apr - Jun),dantewada district,72600,9882841
Chhattisgarh,2023,Q2 (Apr - Jun),gariyaband district,103917,18146706
Chhattisgarh,2023,Q2 (Apr - Jun),durg district,803101,16283948
Chhattisgarh,2023,Q2 (Apr - Jun),rajnandgaon district,332345,45626683
Chhattisgarh,2023,Q2 (Apr - Jun),raipur district,1308762,47360752
Chhattisgarh,2023,Q2 (Apr - Jun),narayanpur district,29067,7669787
Chhattisgarh,2023,Q2 (Apr - Jun),kanker district,169234,34940544
Chhattisgarh,2023,Q2 (Apr - Jun),korea district,161824,28631465
Chhattisgarh,2023,Q2 (Apr - Jun),mungeli district,117278,12052105
Chhattisgarh,2023,Q2 (Apr - Jun),bilaspur district,677776,36174150
Chhattisgarh,2023,Q2 (Apr - Jun),balrampur district,127318,54840444
Chhattisgarh,2023,Q2 (Apr - Jun),bijapur district,59368,11978542
Chhattisgarh,2023,Q2 (Apr - Jun),bemetara district,149164,18263794
Chhattisgarh,2023,Q2 (Apr - Jun),bastar district,179858,26584711
Chhattisgarh,2023,Q2 (Apr - Jun),kondagaon district,98296,27888782
Chhattisgarh,2023,Q2 (Apr - Jun),mahasamund district,233538,33023181
Chhattisgarh,2023,Q3 (Jul - Sep),dhamtari district,180986,23509731
Chhattisgarh,2023,Q3 (Jul - Sep),korba district,418027,52055278
Chhattisgarh,2023,Q3 (Jul - Sep),surajpur district,169268,39203076
Chhattisgarh,2023,Q3 (Jul - Sep),baloda bazar district,309128,35764441
Chhattisgarh,2023,Q3 (Jul - Sep),sukma district,52904,19292109
Chhattisgarh,2023,Q3 (Jul - Sep),raigarh district,532938,54100309
Chhattisgarh,2023,Q3 (Jul - Sep),janjgir champa district,518847,23141368
Chhattisgarh,2023,Q3 (Jul - Sep),jashpur district,173782,51864491
Chhattisgarh,2023,Q3 (Jul - Sep),balod district,182908,17108716
Chhattisgarh,2023,Q3 (Jul - Sep),kabirdham district,169090,41298090
Chhattisgarh,2023,Q3 (Jul - Sep),surguja district,258533,49098709
Chhattisgarh,2023,Q3 (Jul - Sep),dantewada district,75691,11437272
Chhattisgarh,2023,Q3 (Jul - Sep),gariyaband district,108470,27738384
Chhattisgarh,2023,Q3 (Jul - Sep),durg district,834591,18459615
Chhattisgarh,2023,Q3 (Jul - Sep),rajnandgaon district,346368,65235555
Chhattisgarh,2023,Q3 (Jul - Sep),raipur district,1360842,53194674
Chhattisgarh,2023,Q3 (Jul - Sep),narayanpur district,30277,13506662
Chhattisgarh,2023,Q3 (Jul - Sep),kanker district,176464,61813959
Chhattisgarh,2023,Q3 (Jul - Sep),korea district,168739,35822474
Chhattisgarh,2023,Q3 (Jul - Sep),mungeli district,122300,12867633
Chhattisgarh,2023,Q3 (Jul - Sep),bilaspur district,705698,41412746
Chhattisgarh,2023,Q3 (Jul - Sep),balrampur district,133080,58288320
Chhattisgarh,2023,Q3 (Jul - Sep),bijapur district,61882,12290256
Chhattisgarh,2023,Q3 (Jul - Sep),bemetara district,155580,22507594
Chhattisgarh,2023,Q3 (Jul - Sep),bastar district,187517,39150849
Chhattisgarh,2023,Q3 (Jul - Sep),kondagaon district,102482,36065803
Chhattisgarh,2023,Q3 (Jul - Sep),mahasamund district,243585,35358784
Dadra And Nagar Haveli And Daman And Diu,2018,Q1 (Jan - Mar),diu district,2553,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q1 (Jan - Mar),daman district,18677,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q1 (Jan - Mar),dadra and nagar haveli district,32028,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q2 (Apr - Jun),diu district,3229,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q2 (Apr - Jun),daman district,25144,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q2 (Apr - Jun),dadra and nagar haveli district,43085,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q3 (Jul - Sep),diu district,3830,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q3 (Jul - Sep),daman district,32651,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q3 (Jul - Sep),dadra and nagar haveli district,55626,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q4 (Oct - Dec),diu district,4609,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q4 (Oct - Dec),daman district,42069,0
Dadra And Nagar Haveli And Daman And Diu,2018,Q4 (Oct - Dec),dadra and nagar haveli district,69833,0
Dadra And Nagar Haveli And Daman And Diu,2019,Q1 (Jan - Mar),diu district,5452,0
Dadra And Nagar Haveli And Daman And Diu,2019,Q1 (Jan - Mar),daman district,51093,0
Dadra And Nagar Haveli And Daman And Diu,2019,Q1 (Jan - Mar),dadra and nagar haveli district,83987,0
Dadra And Nagar Haveli And Daman And Diu,2019,Q2 (Apr - Jun),diu district,6193,22979
Dadra And Nagar Haveli And Daman And Diu,2019,Q2 (Apr - Jun),daman district,58005,323345
Dadra And Nagar Haveli And Daman And Diu,2019,Q2 (Apr - Jun),dadra and nagar haveli district,94382,514362
Dadra And Nagar Haveli And Daman And Diu,2019,Q3 (Jul - Sep),diu district,6746,73017
Dadra And Nagar Haveli And Daman And Diu,2019,Q3 (Jul - Sep),daman district,64854,1168620
Dadra And Nagar Haveli And Daman And Diu,2019,Q3 (Jul - Sep),dadra and nagar haveli district,105329,1884552
Dadra And Nagar Haveli And Daman And Diu,2019,Q4 (Oct - Dec),diu district,7323,91107
Dadra And Nagar Haveli And Daman And Diu,2019,Q4 (Oct - Dec),daman district,72470,1415107
Dadra And Nagar Haveli And Daman And Diu,2019,Q4 (Oct - Dec),dadra and nagar haveli district,117805,2264329
Dadra And Nagar Haveli And Daman And Diu,2020,Q1 (Jan - Mar),diu district,7912,98466
Dadra And Nagar Haveli And Daman And Diu,2020,Q1 (Jan - Mar),daman district,80329,1550484
Dadra And Nagar Haveli And Daman And Diu,2020,Q1 (Jan - Mar),dadra and nagar haveli district,130255,2546172
Dadra And Nagar Haveli And Daman And Diu,2020,Q2 (Apr - Jun),diu district,8795,90682
Dadra And Nagar Haveli And Daman And Diu,2020,Q2 (Apr - Jun),daman district,90016,1640768
Dadra And Nagar Haveli And Daman And Diu,2020,Q2 (Apr - Jun),dadra and nagar haveli district,146003,2773677
Dadra And Nagar Haveli And Daman And Diu,2020,Q3 (Jul - Sep),diu district,9655,102606
Dadra And Nagar Haveli And Daman And Diu,2020,Q3 (Jul - Sep),daman district,98108,1480490
Dadra And Nagar Haveli And Daman And Diu,2020,Q3 (Jul - Sep),dadra and nagar haveli district,160183,2838403
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),diu district,10550,147153
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),daman district,108511,2123263
Dadra And Nagar Haveli And Daman And Diu,2020,Q4 (Oct - Dec),dadra and nagar haveli district,177432,3926020
Dadra And Nagar Haveli And Daman And Diu,2021,Q1 (Jan - Mar),diu district,11406,156639
Dadra And Nagar Haveli And Daman And Diu,2021,Q1 (Jan - Mar),daman district,117728,2573284
Dadra And Nagar Haveli And Daman And Diu,2021,Q1 (Jan - Mar),dadra and nagar haveli district,192262,4572539
Dadra And Nagar Haveli And Daman And Diu,2021,Q2 (Apr - Jun),diu district,12220,117626
Dadra And Nagar Haveli And Daman And Diu,2021,Q2 (Apr - Jun),daman district,126258,1622978
Dadra And Nagar Haveli And Daman And Diu,2021,Q2 (Apr - Jun),dadra and nagar haveli district,206516,3322379
Dadra And Nagar Haveli And Daman And Diu,2021,Q3 (Jul - Sep),diu district,13167,181641
Dadra And Nagar Haveli And Daman And Diu,2021,Q3 (Jul - Sep),daman district,135976,2278101
Dadra And Nagar Haveli And Daman And Diu,2021,Q3 (Jul - Sep),dadra and nagar haveli district,222731,4702992
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),diu district,14047,295151
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),daman district,145806,5114006
Dadra And Nagar Haveli And Daman And Diu,2021,Q4 (Oct - Dec),dadra and nagar haveli district,239110,9600298
Dadra And Nagar Haveli And Daman And Diu,2022,Q1 (Jan - Mar),diu district,14964,143766
Dadra And Nagar Haveli And Daman And Diu,2022,Q1 (Jan - Mar),daman district,155029,799218
Dadra And Nagar Haveli And Daman And Diu,2022,Q1 (Jan - Mar),dadra and nagar haveli district,254577,2967808
Dadra And Nagar Haveli And Daman And Diu,2022,Q2 (Apr - Jun),diu district,15811,229397
Dadra And Nagar Haveli And Daman And Diu,2022,Q2 (Apr - Jun),daman district,163861,633374
Dadra And Nagar Haveli And Daman And Diu,2022,Q2 (Apr - Jun),dadra and nagar haveli district,269344,3023521
Dadra And Nagar Haveli And Daman And Diu,2022,Q3 (Jul - Sep),diu district,16665,180045
Dadra And Nagar Haveli And Daman And Diu,2022,Q3 (Jul - Sep),daman district,173219,567477
Dadra And Nagar Haveli And Daman And Diu,2022,Q3 (Jul - Sep),dadra and nagar haveli district,284923,3090359
Dadra And Nagar Haveli And Daman And Diu,2022,Q4 (Oct - Dec),diu district,17427,445207
Dadra And Nagar Haveli And Daman And Diu,2022,Q4 (Oct - Dec),daman district,182481,7951596
Dadra And Nagar Haveli And Daman And Diu,2022,Q4 (Oct - Dec),dadra and nagar haveli district,300217,15669967
Dadra And Nagar Haveli And Daman And Diu,2023,Q1 (Jan - Mar),diu district,18234,246909
Dadra And Nagar Haveli And Daman And Diu,2023,Q1 (Jan - Mar),daman district,191432,522235
Dadra And Nagar Haveli And Daman And Diu,2023,Q1 (Jan - Mar),dadra and nagar haveli district,314951,3702140
Dadra And Nagar Haveli And Daman And Diu,2023,Q2 (Apr - Jun),diu district,18972,160624
Dadra And Nagar Haveli And Daman And Diu,2023,Q2 (Apr - Jun),daman district,199267,555514
Dadra And Nagar Haveli And Daman And Diu,2023,Q2 (Apr - Jun),dadra and nagar haveli district,328125,3369887
Dadra And Nagar Haveli And Daman And Diu,2023,Q3 (Jul - Sep),diu district,19752,177551
Dadra And Nagar Haveli And Daman And Diu,2023,Q3 (Jul - Sep),daman district,207437,357209
Dadra And Nagar Haveli And Daman And Diu,2023,Q3 (Jul - Sep),dadra and nagar haveli district,341846,3914753
Delhi,2018,Q1 (Jan - Mar),south district,156706,0
Delhi,2018,Q1 (Jan - Mar),central district,202723,0
Delhi,2018,Q1 (Jan - Mar),new delhi district,212008,0
Delhi,2018,Q1 (Jan - Mar),west district,308558,0
Delhi,2018,Q1 (Jan - Mar),south west district,179197,0
Delhi,2018,Q1 (Jan - Mar),south east delhi district,251213,0
Delhi,2018,Q1 (Jan - Mar),shahdara district,114549,0
Delhi,2018,Q1 (Jan - Mar),north east district,95472,0
Delhi,2018,Q1 (Jan - Mar),east district,169295,0
Delhi,2018,Q1 (Jan - Mar),north west district,223679,0
Delhi,2018,Q1 (Jan - Mar),north district,173622,0
Delhi,2018,Q2 (Apr - Jun),south district,206935,0
Delhi,2018,Q2 (Apr - Jun),central district,267154,0
Delhi,2018,Q2 (Apr - Jun),new delhi district,282319,0
Delhi,2018,Q2 (Apr - Jun),west district,406877,0
